2,0.0012825,0.0010056,0.0005868,0.0005253,0.000531
4,0.0002289,0.0004004,0.0003058,0.0004305,0.0004012
8,0.0002063,0.0003725,0.0002895,0.0003956,0.0003876
16,0.000203,0.0003687,0.0002839,0.0003894,0.0003899
32,0.0002033,0.0003673,0.0002798,0.0004152,0.0003891
64,0.0002019,0.0003684,0.0002841,0.0003912,0.0003898
128,0.0001999,0.0003719,0.0002858,0.0004051,0.0003872
256,0.0002033,0.0003691,0.0002891,0.0003957,0.0004001
