2,607.262,3119.54,3239.4,4367.33,3874.53
4,604.528,3033.27,3228.5,4197.49,3778.56
8,596.306,2976.39,3224.35,4223.15,3717.03
16,591.915,3001.06,3157.46,4159.6,3841.4
32,588.713,3091.97,3273.57,4212.39,3970.17
64,606.223,3586.63,3752.34,4777.41,4374.92
128,672.854,4678.64,4871.12,5903.3,5371.21
256,849.169,7143.53,7027.23,8466.38,7562.32
