2,7967.14,2167.03,2174.24,2581.06,2344.93
4,8007.3,2136.89,2190.16,2459.49,2424.58
8,7908.4,2099.67,2073.49,2402.35,2411.86
16,7976.83,2178.7,2069.91,2560.13,2513.25
32,8004.99,2506.55,2324.7,2786.72,2680.89
64,7988.09,3077.77,2898.22,3404.45,3156.87
128,7993.74,4236.51,4140.72,4921.84,4319.13
256,7907.73,6887.59,6925.19,7786.44,6792.95
